"","id","n_accidents","All.usual.residents","Males","Females","children","adults","A Road","B Road","Motorway","Not Classified","Unclassified","Total_km","LSOA11CD"
"1676","W01001677",55,1461,710,751,298,1163,0,0.966,0.539,0.16,2.111,3.776,"W01001677"
"1677","W01001678",15,1609,829,780,366,1243,0,0.504,0,0.19,3.046,3.74,"W01001678"
"1678","W01001679",27,1155,566,589,244,911,0,0,0.004,0.02,2.478,2.502,"W01001679"
"1679","W01001680",31,1247,616,631,285,962,0,0.334,0,0.325,1.465,2.124,"W01001680"
"1680","W01001681",66,1315,642,673,266,1049,0.651,0.257,0,0,3.448,4.356,"W01001681"
"1681","W01001682",64,1307,601,706,257,1050,0.591,0,0.011,0.559,3.821,4.982,"W01001682"
"1682","W01001683",68,1104,533,571,240,864,0.053,0,0.553,0.607,2.23,3.443,"W01001683"
"1683","W01001684",46,1409,696,713,282,1127,0.6,0,0.019,0.592,2.333,3.544,"W01001684"
"1684","W01001685",102,1652,862,790,304,1348,0.112,0.961,0,0.408,5.014,6.495,"W01001685"
"1685","W01001686",58,1392,671,721,283,1109,0,0.977,0,2.385,2.521,5.883,"W01001686"
"1686","W01001687",160,1729,945,784,286,1443,0.684,0.143,0,1.297,6.174,8.298,"W01001687"
"1687","W01001688",44,2648,1277,1371,727,1921,0.336,1.193,0,0.756,8.311,10.596,"W01001688"
"1688","W01001689",26,1773,801,972,522,1251,0.1,0.306,0,1.321,4.746,6.473,"W01001689"
"1689","W01001690",67,2216,1100,1116,557,1659,0,0.306,0,0.503,3.658,4.467,"W01001690"
"1690","W01001691",64,1479,737,742,320,1159,0,0.244,0,0.184,2.471,2.899,"W01001691"
"1691","W01001692",40,1988,1058,930,460,1528,0,0.02,0,0.065,3.384,3.469,"W01001692"
"1692","W01001693",113,1781,1012,769,413,1368,0,0.7,0,0.284,3.51,4.494,"W01001693"
"1693","W01001694",82,1961,1055,906,460,1501,0.122,0.112,0,0,3.111,3.345,"W01001694"
"1694","W01001695",164,3243,1868,1375,368,2875,0.947,0,0,0.429,3.404,4.78,"W01001695"
"1695","W01001696",33,1553,778,775,351,1202,0,0,0,0,2.37,2.37,"W01001696"
"1696","W01001697",48,1646,818,828,291,1355,0.396,0.064,0,0.003,1.382,1.845,"W01001697"
"1697","W01001698",62,1968,1073,895,353,1615,0.38,0.554,0,1.283,1.547,3.764,"W01001698"
"1698","W01001699",44,2198,1168,1030,569,1629,0.528,0,0,0.211,2.846,3.585,"W01001699"
"1699","W01001700",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","W01001701",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","W01001702",59,1850,879,971,494,1356,0.647,0,0,0.065,3.781,4.493,"W01001702"
"1702","W01001703",6,1266,622,644,339,927,0,0,0,0,2.167,2.167,"W01001703"
"1703","W01001704",38,1552,685,867,486,1066,0,0,0,0.502,2.118,2.62,"W01001704"
"1704","W01001705",24,1776,841,935,479,1297,0,0,0,0.532,4.405,4.937,"W01001705"
"1705","W01001706",43,1244,594,650,276,968,0.118,0,0,0.61,2.531,3.259,"W01001706"
"1706","W01001707",59,2068,990,1078,641,1427,0.533,0,0,0,2.634,3.167,"W01001707"
"1707","W01001708",30,1562,764,798,390,1172,0.219,0,0,0.153,3.074,3.446,"W01001708"
"1708","W01001709",68,1898,939,959,441,1457,0.395,0,0,1.107,3.519,5.021,"W01001709"
"1709","W01001710",37,1597,818,779,308,1289,0,0,0,0.847,2.333,3.18,"W01001710"
"1710","W01001711",123,1632,780,852,358,1274,0.827,2.692,0,1.11,5.127,9.756,"W01001711"
"1711","W01001712",46,1506,684,822,243,1263,0,0.264,0,0.174,2.219,2.657,"W01001712"
"1712","W01001713",58,1724,893,831,348,1376,0.254,0.095,0,0.581,2.047,2.977,"W01001713"
"1713","W01001714",32,1522,726,796,355,1167,0.368,0.009,0,1.215,3.21,4.802,"W01001714"
"1714","W01001715",31,1571,799,772,266,1305,0,0.6,0,0.405,1.88,2.885,"W01001715"
"1715","W01001716",51,1274,623,651,265,1009,0.355,0.06,0,0.85,1.855,3.12,"W01001716"
"1716","W01001717",4,1580,745,835,273,1307,0,0,0,0.628,1.751,2.379,"W01001717"
"1717","W01001718",12,1680,887,793,136,1544,0,0,0,0.574,2.157,2.731,"W01001718"
"1718","W01001719",34,2064,1001,1063,166,1898,0.148,0,0,1.914,2.265,4.327,"W01001719"
"1719","W01001720",25,1892,922,970,91,1801,0.409,0,0,0.284,1.414,2.107,"W01001720"
"1720","W01001721",153,2906,1336,1570,104,2802,0.654,0,0,2.279,1.646,4.579,"W01001721"
"1721","W01001722",23,1571,766,805,89,1482,0,0,0,0.315,1.714,2.029,"W01001722"
"1722","W01001723",627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","W01001724",52,1984,909,1075,46,1938,0.048,0,0,0,1.414,1.462,"W01001724"
"1724","W01001725",8,2214,1141,1073,76,2138,0,0,0,0,1.073,1.073,"W01001725"
"1725","W01001726",83,1715,840,875,105,1610,0.157,0,0,0.634,2.434,3.225,"W01001726"
"1726","W01001727",74,1140,539,601,227,913,2.659,0,0,4.533,9.251,16.443,"W01001727"
"1727","W01001728",5,1478,739,739,332,1146,0.221,0,0,0,4.996,5.217,"W01001728"
"1728","W01001729",271,2203,1058,1145,533,1670,6.891,0,1.182,6.658,14.316,29.047,"W01001729"
"1729","W01001730",24,1489,707,782,262,1227,0,0,0,0.309,5.062,5.371,"W01001730"
"1730","W01001731",40,1446,699,747,350,1096,0,0,0,0.107,3.225,3.332,"W01001731"
"1731","W01001732",20,1591,774,817,355,1236,0,0,0,0.136,3.756,3.892,"W01001732"
"1732","W01001733",12,2077,1073,1004,275,1802,0,0,0,0,2.299,2.299,"W01001733"
"1733","W01001734",52,1526,736,790,347,1179,0,0,0,0.337,3.504,3.841,"W01001734"
"1734","W01001735",30,1624,749,875,344,1280,0,0,0,0.759,4.934,5.693,"W01001735"
"1735","W01001736",11,1395,656,739,276,1119,0,0,0,0.098,3.695,3.793,"W01001736"
"1736","W01001737",34,1585,741,844,480,1105,0.004,0,0,0,2.269,2.273,"W01001737"
"1737","W01001738",8,1421,665,756,502,919,0,0,0,0,1.835,1.835,"W01001738"
"1738","W01001739",22,1361,649,712,443,918,0,0,0,0,2.234,2.234,"W01001739"
"1739","W01001740",11,1521,715,806,399,1122,0,0,0,0,2.072,2.072,"W01001740"
"1740","W01001741",28,1619,714,905,603,1016,0,0,0,0,2.246,2.246,"W01001741"
"1741","W01001742",35,1515,675,840,487,1028,0.205,0,0,0.203,2.76,3.168,"W01001742"
"1742","W01001743",13,1424,694,730,263,1161,0,0,0,0.055,3.683,3.738,"W01001743"
"1743","W01001744",31,1592,753,839,429,1163,0.082,0,0,1.927,3.63,5.639,"W01001744"
"1744","W01001745",49,1355,656,699,311,1044,1.941,0,0,0.236,2.928,5.105,"W01001745"
"1745","W01001746",55,1542,708,834,379,1163,0.395,0,0,0.083,2.712,3.19,"W01001746"
"1746","W01001747",29,1624,771,853,273,1351,0.63,0,0,0.25,3.8,4.68,"W01001747"
"1747","W01001748",14,1569,750,819,408,1161,0,0,0,0,3.647,3.647,"W01001748"
"1748","W01001749",19,1488,727,761,284,1204,0,0,0,0,3.224,3.224,"W01001749"
"1749","W01001750",13,1650,776,874,314,1336,0,0,0,0.366,3.155,3.521,"W01001750"
"1750","W01001751",7,1661,811,850,402,1259,0,0,0,0,3.023,3.023,"W01001751"
"1751","W01001752",44,1625,804,821,320,1305,0,0,0,0.418,3.361,3.779,"W01001752"
"1752","W01001753",6,1653,756,897,493,1160,0,0,0,0,3.097,3.097,"W01001753"
"1753","W01001754",34,1711,811,900,303,1408,0.129,0,0,0.722,4.105,4.956,"W01001754"
"1754","W01001755",23,1432,734,698,180,1252,0.445,0,0,1.894,2.266,4.605,"W01001755"
"1755","W01001756",175,3809,1678,2131,340,3469,1.587,0,0,1.189,4.003,6.779,"W01001756"
"1756","W01001757",48,1493,730,763,273,1220,0.644,0,0,1.745,1.256,3.645,"W01001757"
"1757","W01001758",45,2056,916,1140,190,1866,0.242,0,0,1.315,2.17,3.727,"W01001758"
"1758","W01001759",98,1588,794,794,347,1241,0.453,0,0,0.806,7.368,8.627,"W01001759"
"1759","W01001760",22,1693,807,886,403,1290,0.373,0,0,0.622,2.435,3.43,"W01001760"
"1760","W01001761",19,1790,943,847,461,1329,0,0,0,1.008,2.494,3.502,"W01001761"
"1761","W01001762",34,1745,865,880,470,1275,0,0,0,0.19,2.31,2.5,"W01001762"
"1762","W01001763",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","W01001764",54,1993,1039,954,500,1493,0.074,0,0,0.853,2.108,3.035,"W01001764"
"1764","W01001765",21,1418,747,671,396,1022,0.259,0,0,0.93,1.679,2.868,"W01001765"
"1765","W01001766",30,1663,846,817,460,1203,0.182,0,0,0.067,1.539,1.788,"W01001766"
"1766","W01001767",83,1658,859,799,411,1247,0.368,0,0,0.308,2.205,2.881,"W01001767"
"1767","W01001768",57,1691,876,815,575,1116,0.336,0,0,1.523,1.062,2.921,"W01001768"
"1768","W01001769",37,1602,798,804,345,1257,0,0,0,0.205,3.747,3.952,"W01001769"
"1769","W01001770",61,1107,554,553,138,969,0,0,0,2.352,3.305,5.657,"W01001770"
"1770","W01001771",34,1645,819,826,354,1291,0,0,0,0.251,3.393,3.644,"W01001771"
"1771","W01001772",46,1413,667,746,262,1151,0.353,0,0,0.144,3.034,3.531,"W01001772"
"1772","W01001773",47,2524,1234,1290,642,1882,0.337,0,0,0.504,3.301,4.142,"W01001773"
"1773","W01001774",29,1399,693,706,318,1081,0.105,0,0,0,2.225,2.33,"W01001774"
"1774","W01001775",111,1592,779,813,310,1282,0.905,0,0,1.242,2.67,4.817,"W01001775"
"1775","W01001776",31,1347,648,699,296,1051,0.761,0,0,0.951,2.008,3.72,"W01001776"
"1776","W01001777",25,1496,738,758,304,1192,0,1.577,0,3.683,7.772,13.032,"W01001777"
"1777","W01001778",26,1873,930,943,419,1454,0.626,0,0,4.787,9.35,14.763,"W01001778"
"1778","W01001779",58,1445,703,742,245,1200,0.272,0,0,0.376,2.791,3.439,"W01001779"
"1779","W01001780",36,1750,790,960,265,1485,0.288,0,0,0.059,4.231,4.578,"W01001780"
"1780","W01001781",106,1736,849,887,333,1403,1.851,0.279,0,1.24,3.445,6.815,"W01001781"
"1781","W01001782",36,1437,706,731,288,1149,0.076,0.407,0,0.918,3.523,4.924,"W01001782"
"1782","W01001783",3,1268,603,665,295,973,0,0,0,0.025,2.517,2.542,"W01001783"
"1783","W01001784",13,1361,658,703,245,1116,0.092,0,0,0,3.207,3.299,"W01001784"
"1784","W01001785",11,1183,524,659,342,841,0,0,0,0.037,2.444,2.481,"W01001785"
"1785","W01001786",29,1555,755,800,376,1179,0.132,0,0,0.537,3.941,4.61,"W01001786"
"1786","W01001787",72,1461,728,733,339,1122,0.46,0,0,0,2.89,3.35,"W01001787"
"1787","W01001788",33,1431,726,705,361,1070,0.115,0,0,0.232,3.227,3.574,"W01001788"
"1788","W01001789",25,1527,729,798,304,1223,0.668,0,0,1.3,2.609,4.577,"W01001789"
"1789","W01001790",8,1187,539,648,287,900,0,0,0,0,1.755,1.755,"W01001790"
"1790","W01001791",51,1625,774,851,343,1282,0,0.339,0,0.678,5.16,6.177,"W01001791"
"1791","W01001792",17,1701,837,864,416,1285,0,0,0,0.142,4.545,4.687,"W01001792"
"1792","W01001793",9,1427,694,733,379,1048,0,0,0,0,2.656,2.656,"W01001793"
"1793","W01001794",2,1420,653,767,319,1101,0,0,0,0,3.446,3.446,"W01001794"
"1794","W01001795",16,1547,746,801,373,1174,0.072,0,0,0.105,3.461,3.638,"W01001795"
"1795","W01001796",4,1491,708,783,297,1194,0,0,0,0,3.006,3.006,"W01001796"
"1796","W01001797",26,1439,705,734,277,1162,0,0.001,0,0.047,2.586,2.634,"W01001797"
"1797","W01001798",3,1481,697,784,318,1163,0.32,0,0,0.008,2.599,2.927,"W01001798"
"1798","W01001799",15,1279,604,675,233,1046,0,0.62,0,0.208,2.504,3.332,"W01001799"
"1799","W01001800",9,1565,735,830,384,1181,0,0,0,0.181,2.548,2.729,"W01001800"
"1800","W01001801",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","W01001802",29,1588,746,842,291,1297,0,0,0,0.058,3.856,3.914,"W01001802"
"1802","W01001803",28,1573,734,839,334,1239,0,0.222,0,0,3.77,3.992,"W01001803"
"1803","W01001804",18,1566,786,780,385,1181,0,0,0,0,3.328,3.328,"W01001804"
"1804","W01001805",18,1490,726,764,372,1118,0,0,0,0,3.665,3.665,"W01001805"
"1805","W01001806",45,1642,808,834,268,1374,0,0.041,0,0.229,4.166,4.436,"W01001806"
"1806","W01001807",8,1567,708,859,507,1060,0,0,0,0,2.74,2.74,"W01001807"
"1807","W01001808",22,1634,739,895,526,1108,0,0,0,0,2.09,2.09,"W01001808"
"1808","W01001809",5,1309,641,668,291,1018,0,0,0,0,2.584,2.584,"W01001809"
"1809","W01001810",37,1678,807,871,528,1150,0,0,0,0.149,2.116,2.265,"W01001810"
"1810","W01001811",193,1503,706,797,545,958,2.501,0,0,0.275,5.982,8.758,"W01001811"
"1811","W01001812",12,1292,608,684,354,938,0,0,0,0,1.505,1.505,"W01001812"
"1812","W01001813",19,1519,741,778,379,1140,0,0,0,0.03,2.832,2.862,"W01001813"
"1813","W01001814",24,1421,683,738,277,1144,0,0,0,0,2.766,2.766,"W01001814"
"1814","W01001815",21,1353,643,710,321,1032,0,0,0,0,3.005,3.005,"W01001815"
"1815","W01001816",20,2625,1227,1398,709,1916,0,0,0,0.165,5.729,5.894,"W01001816"
"1816","W01001817",5,1406,665,741,335,1071,0,0,0,0,2.443,2.443,"W01001817"
"1817","W01001818",9,1528,740,788,392,1136,0,0,0,0.001,3.203,3.204,"W01001818"
"1818","W01001819",29,2287,1095,1192,489,1798,0,0,0,3.508,15.063,18.571,"W01001819"
"1819","W01001820",7,1196,598,598,289,907,0,0.604,0,0.687,5.595,6.886,"W01001820"
"1820","W01001821",34,1837,818,1019,232,1605,0,0,0,0.557,2.485,3.042,"W01001821"
"1821","W01001822",120,1647,757,890,283,1364,1.06,0,0,1.001,3.674,5.735,"W01001822"
"1822","W01001823",14,1334,648,686,302,1032,0,0,0,1.713,2.835,4.548,"W01001823"
"1823","W01001824",22,1566,796,770,249,1317,0.18,0,0,0.775,2.008,2.963,"W01001824"
"1824","W01001825",184,1775,883,892,346,1429,0.882,0,0,1.611,4.368,6.861,"W01001825"
"1825","W01001826",28,1353,635,718,236,1117,0,0,0,0.235,4.244,4.479,"W01001826"
"1826","W01001827",26,1610,745,865,374,1236,0,0,0,0.178,3.22,3.398,"W01001827"
"1827","W01001828",101,1535,747,788,261,1274,1.112,0,0,0.532,3.4,5.044,"W01001828"
"1828","W01001829",81,1807,1006,801,198,1609,0.066,0.307,0,0.14,1.693,2.206,"W01001829"
"1829","W01001830",42,1638,918,720,149,1489,0.196,0,0,0.445,1.216,1.857,"W01001830"
"1830","W01001831",53,1565,782,783,181,1384,0.234,0,0,0.14,1.174,1.548,"W01001831"
"1831","W01001832",51,1787,1072,715,67,1720,0,0,0,0,1.193,1.193,"W01001832"
"1832","W01001833",90,1626,857,769,280,1346,0.387,0,0,0.943,1.379,2.709,"W01001833"
"1833","W01001834",14,1607,817,790,188,1419,0,0.182,0,0.152,1.328,1.662,"W01001834"
"1834","W01001835",129,1622,901,721,102,1520,0.335,0.188,0,1.219,2.748,4.49,"W01001835"
"1835","W01001836",92,1599,843,756,308,1291,0,0,0,1.371,2.652,4.023,"W01001836"
"1836","W01001837",38,1524,827,697,133,1391,0,0,0,0.458,1.279,1.737,"W01001837"
"1837","W01001838",14,1782,908,874,253,1529,0,0,0,0.344,1.485,1.829,"W01001838"
"1838","W01001839",33,1609,787,822,185,1424,0.001,0,0,0,1.351,1.352,"W01001839"
"1839","W01001840",38,1752,870,882,327,1425,0,0.968,0,0.351,3.913,5.232,"W01001840"
"1840","W01001841",17,2025,969,1056,540,1485,0,0.717,0,0.644,4.094,5.455,"W01001841"
"1841","W01001842",139,1748,853,895,431,1317,0.263,0,0.626,1.249,8.997,11.135,"W01001842"
"1842","W01001843",169,2167,1070,1097,567,1600,2.289,0.958,0.543,2.186,6.162,12.138,"W01001843"
"1843","W01001844",5,2028,946,1082,521,1507,0,0,0,0,4.465,4.465,"W01001844"
"1844","W01001845",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","W01001846",18,1727,851,876,500,1227,0,0.336,0,0.224,4.032,4.592,"W01001846"
"1846","W01001847",22,1535,759,776,251,1284,0,0.112,0,0.171,5.273,5.556,"W01001847"
"1847","W01001848",35,1447,704,743,298,1149,0.283,0,0,1.026,2.648,3.957,"W01001848"
"1848","W01001849",20,1558,737,821,301,1257,0.189,0,0,0.354,4.232,4.775,"W01001849"
"1849","W01001850",33,1931,930,1001,396,1535,0.034,0,0,0.269,4.816,5.119,"W01001850"
"1850","W01001851",23,1482,727,755,276,1206,0,0,0,0,3.403,3.403,"W01001851"
"1851","W01001852",104,1817,848,969,388,1429,1.078,0,0,5.22,7.46,13.758,"W01001852"
"1852","W01001853",20,1562,734,828,238,1324,0.03,0,0,0.099,3.418,3.547,"W01001853"
"1853","W01001854",6,1572,711,861,216,1356,0,0,0,0,2.991,2.991,"W01001854"
"1854","W01001855",19,1799,923,876,481,1318,0,0,0,0,2.198,2.198,"W01001855"
"1855","W01001856",70,1852,1073,779,377,1475,0.048,0,0,1.1,2.219,3.367,"W01001856"
"1856","W01001857",83,1856,978,878,429,1427,0.499,0.331,0,0.132,1.743,2.705,"W01001857"
"1857","W01001858",74,1694,825,869,235,1459,0.82,0,0,3.708,1.907,6.435,"W01001858"
"1858","W01001859",23,1421,716,705,203,1218,0.228,0.093,0,0.38,1.507,2.208,"W01001859"
"1859","W01001860",14,1707,850,857,272,1435,0,0.197,0,0.013,1.003,1.213,"W01001860"
"1860","W01001861",77,1709,874,835,275,1434,0.294,0.092,0,1.675,2.447,4.508,"W01001861"
"1861","W01001862",87,1733,976,757,392,1341,0.595,0,0,0.766,1.929,3.29,"W01001862"
"1862","W01001863",47,1564,760,804,335,1229,0,0.723,0,0.961,3.017,4.701,"W01001863"
"1863","W01001864",51,1505,723,782,266,1239,0,1.165,0,0.292,2.277,3.734,"W01001864"
"1864","W01001865",60,1321,636,685,259,1062,0,0.498,0,1.076,3.433,5.007,"W01001865"
"1865","W01001866",51,1510,701,809,310,1200,0,0.551,0,0.54,2.378,3.469,"W01001866"
"1866","W01001867",23,1429,662,767,447,982,0,0,0,0,2.384,2.384,"W01001867"
"1867","W01001868",30,1498,680,818,384,1114,0,0.057,0,0.271,3.068,3.396,"W01001868"
"1868","W01001869",5,1395,666,729,238,1157,0,0,0,0,1.026,1.026,"W01001869"
"1869","W01001870",24,1377,685,692,307,1070,0,0,0,0.001,2.023,2.024,"W01001870"
"1870","W01001871",33,1594,741,853,456,1138,0,0,0,0.135,2.224,2.359,"W01001871"
"1871","W01001872",28,1525,769,756,325,1200,0,0,0,0.031,1.517,1.548,"W01001872"
"1872","W01001873",34,1699,840,859,370,1329,0,0,0,0.382,2.784,3.166,"W01001873"
"1873","W01001874",85,1429,697,732,359,1070,0,0,0,3.72,8.529,12.249,"W01001874"
"1874","W01001875",126,2695,1307,1388,753,1942,0.724,0,0,3.484,10.061,14.269,"W01001875"
"1875","W01001876",12,1547,756,791,427,1120,0,0,0,0.385,2.524,2.909,"W01001876"
"1876","W01001877",46,1710,839,871,359,1351,0.291,0,0,0.22,4.888,5.399,"W01001877"
"1877","W01001878",65,1574,710,864,378,1196,0.061,0,0,0.133,3.78,3.974,"W01001878"
"1878","W01001879",19,1904,876,1028,557,1347,0,0,0,0,3.602,3.602,"W01001879"
"1879","W01001880",9,1554,691,863,590,964,0,0,0,0,2.524,2.524,"W01001880"
"1880","W01001881",24,1438,668,770,337,1101,0,0.237,0,0.066,2.982,3.285,"W01001881"
"1881","W01001882",16,1824,893,931,490,1334,0,0,0,0.203,5.657,5.86,"W01001882"
"1882","W01001883",32,1600,754,846,418,1182,0,0,0,0,3.151,3.151,"W01001883"
"1883","W01001884",6,1374,592,782,538,836,0,0,0,0,2.215,2.215,"W01001884"
"1884","W01001885",46,2017,938,1079,631,1386,0,1.676,0,1.945,9.682,13.303,"W01001885"
"1885","W01001886",14,1199,572,627,323,876,0,0,0,0,2.517,2.517,"W01001886"
"1886","W01001887",29,1573,779,794,360,1213,0.818,0,0,0.845,2.978,4.641,"W01001887"
"1887","W01001888",6,1686,824,862,422,1264,0,0,0,0.315,4.751,5.066,"W01001888"
"1888","W01001889",35,1546,760,786,275,1271,0.404,0,0,1.001,3.802,5.207,"W01001889"
"1889","W01001890",118,1610,758,852,260,1350,0.57,0,0,0.646,2.879,4.095,"W01001890"
"1890","W01001891",55,1659,763,896,321,1338,0,0,0,1.236,4.05,5.286,"W01001891"
"1891","W01001892",3,1437,681,756,266,1171,0,0,0,0.143,3.731,3.874,"W01001892"
"1892","W01001893",283,1871,880,991,413,1458,5.381,0,2.768,2.304,8.548,19.001,"W01001893"
"1893","W01001894",29,1589,767,822,327,1262,0.703,0,0,0.339,3.471,4.513,"W01001894"
"1894","W01001895",39,1634,838,796,298,1336,0.951,0,0,3.667,3.627,8.245,"W01001895"
"1895","W01001896",10,1533,722,811,328,1205,0.393,0,0,0.52,2.877,3.79,"W01001896"
"1896","W01001897",66,1923,957,966,347,1576,28.115,10.375,0,69.938,102.772,211.2,"W01001897"
"1897","W01001898",26,1518,748,770,300,1218,2.522,0,0,6.677,10.736,19.935,"W01001898"
"1898","W01001899",11,2053,976,1077,386,1667,1.853,0.054,0,3.564,12.75,18.221,"W01001899"
"1899","W01001900",5,1539,770,769,352,1187,0.627,0.047,0,3.985,9.326,13.985,"W01001900"
"1900","W01001903",15,2063,990,1073,348,1715,3.109,0,0,2.049,7.771,12.929,"W01001903"
"1901","W01001904",26,1737,857,880,354,1383,4.516,3.615,0,25.093,50.228,83.452,"W01001904"
"1902","W01001905",19,2106,1047,1059,391,1715,12.929,9.52,0,34.008,89.496,145.953,"W01001905"
"1903","W01001906",6,1916,974,942,342,1574,0,48.075,0,128.101,63.61,239.786,"W01001906"
"1904","W01001907",6,1415,721,694,290,1125,0,22.968,0,50.361,109.052,182.381,"W01001907"
"1905","W01001908",3,2141,1041,1100,391,1750,0,0.011,0,0.176,4.428,4.615,"W01001908"
"1906","W01001909",3,2651,1281,1370,583,2068,0,0.112,0,0.276,6.043,6.431,"W01001909"
"1907","W01001910",10,1656,842,814,420,1236,0.042,0.823,0,1.971,3.115,5.951,"W01001910"
"1908","W01001912",4,1480,739,741,276,1204,0,7.969,0,8.157,8.492,24.618,"W01001912"
"1909","W01001913",57,1440,753,687,336,1104,4.489,0,2.879,15.588,11.174,34.13,"W01001913"
"1910","W01001914",3,1841,929,912,539,1302,0.629,0,0,2.956,6.527,10.112,"W01001914"
"1911","W01001915",1,1774,872,902,544,1230,0,0.541,0,0.525,3.856,4.922,"W01001915"
"1912","W01001916",6,1529,745,784,446,1083,0,0,0,0.361,3.886,4.247,"W01001916"
"1913","W01001917",12,1507,751,756,337,1170,0.737,0.612,0,1.624,3.615,6.588,"W01001917"
"1914","W01001919",1,1405,687,718,395,1010,0,0,0,0.474,3.471,3.945,"W01001919"
"1915","W01001920",5,1206,607,599,317,889,0.053,0.448,0,0.038,2.981,3.52,"W01001920"
"1916","W01001921",4,1577,764,813,499,1078,0.062,0.902,0,0.137,4.037,5.138,"W01001921"
"1917","W01001922",6,1976,1108,868,57,1919,0,0,0,1.186,1.686,2.872,"W01001922"
"1918","W01001923",10,1254,630,624,240,1014,0,1.395,0,2.26,5.206,8.861,"W01001923"
"1919","W01001924",3,1333,645,688,326,1007,0,0.106,0,1.327,4.091,5.524,"W01001924"
"1920","W01001925",24,2333,1146,1187,456,1877,3.261,4.837,0,11.438,12.437,31.973,"W01001925"
"1921","W01001926",60,2196,1059,1137,376,1820,6.418,1.79,0,8.669,25.963,42.84,"W01001926"
"1922","W01001927",3,1331,626,705,259,1072,1.202,0,0,0.945,4.513,6.66,"W01001927"
"1923","W01001928",2,1130,594,536,142,988,1.182,0,0,1.106,4.134,6.422,"W01001928"
"1924","W01001929",11,1303,707,596,195,1108,0.22,0,0,0.249,2.28,2.749,"W01001929"
"1925","W01001930",4,2179,1115,1064,432,1747,0,19.353,0,51.253,86.902,157.508,"W01001930"
"1926","W01001931",18,1368,723,645,220,1148,0.592,0.002,0,0.419,3.439,4.452,"W01001931"
"1927","W01001932",6,2931,1478,1453,627,2304,0,24.307,0,80.374,148.377,253.058,"W01001932"
"1928","W01001933",15,2243,1113,1130,288,1955,22.825,16.282,0,117.775,48.843,205.725,"W01001933"
"1929","W01001934",14,3980,2026,1954,235,3745,3.295,0.676,0,6.897,8.124,18.992,"W01001934"
"1930","W01001935",7,1095,551,544,189,906,1.633,0,0,1.304,3.717,6.654,"W01001935"
"1931","W01001936",8,2285,1139,1146,210,2075,2.094,0,0,4.629,4.471,11.194,"W01001936"
"1932","W01001937",14,2078,1009,1069,387,1691,0.771,10.018,0,19.438,23.575,53.802,"W01001937"
"1933","W01001938",14,1169,716,453,29,1140,0.628,0.043,0,0.176,2.247,3.094,"W01001938"
"1934","W01001939",93,1020,641,379,84,936,2.332,0,0,1.095,9.534,12.961,"W01001939"
"1935","W01001940",8,1111,643,468,63,1048,0.843,0,0,7.037,1.66,9.54,"W01001940"
"1936","W01001941",17,1099,679,420,81,1018,0.332,0,0,0.761,3.083,4.176,"W01001941"
"1937","W01001942",14,1355,711,644,245,1110,0.35,0,0,0.355,2.886,3.591,"W01001942"
"1938","W01001943",14,1098,608,490,112,986,1.559,0,0,4.211,3.796,9.566,"W01001943"
"1939","W01001944",2,1027,580,447,100,927,0.239,0,0,0.203,0.971,1.413,"W01001944"
"1940","W01001945",2,1303,760,543,62,1241,0,0,0,0.232,1.783,2.015,"W01001945"
"1941","W01001946",3,1339,702,637,250,1089,0,0,0,0.044,1.549,1.593,"W01001946"
"1942","W01001947",15,1504,751,753,156,1348,2.763,0,0,0.796,6.011,9.57,"W01001947"
"1943","W01001948",4,1618,782,836,424,1194,0.185,0.641,0,0.389,5.811,7.026,"W01001948"
"1944","W01001950",3,1082,605,477,88,994,0.055,0,0,0.63,0.39,1.075,"W01001950"
"1945","W01001951",10,1016,582,434,111,905,0.172,0,0,0.524,3.492,4.188,"W01001951"
"1946","W01001952",11,1238,644,594,132,1106,1.354,0,0,0.432,4.187,5.973,"W01001952"
"1947","W01001953",4,1499,731,768,343,1156,0.203,0.401,0,0.234,3.542,4.38,"W01001953"
"1948","W01001954",2,1537,750,787,312,1225,0,1.233,0,0.424,4.585,6.242,"W01001954"
"1949","W01001955",77,1555,942,613,59,1496,2.26,1.336,0,1.356,7.484,12.436,"W01001955"
"1950","W01001956",8,2921,1492,1429,314,2607,1.154,0,0,1.784,4.622,7.56,"W01001956"
"1951","W01001957",10,1036,669,367,112,924,0.599,0,0,0.027,2.439,3.065,"W01001957"
